Station,Longitude,Latitude,Contributors,Dino_tot,Aand,Atax,Btep,Bspo,Crug,Iacu,Icas,Ipal,Ipar,Ipat,Isph,Istr,Ipli,Ivel,Ijap,Ivar,Lmac,Mcho,Nlab,Nrig,Oagu,Ocen,Oisr,Ojan,Olon,Ogig,Pzoh,Pret,Smem,Scru,Sdel,Selo,Sram,Sbel,Sben,Sbul,Slaz,Smir,Sgra,Spac,Sspp,Tpel,Pdal,Stri,Imin,Imic,Ibre,Ekar,Bspp,Dubr,Peri,Lspp,Snep,Xxan,Squa,Pnud,Tapp,Tvar,Vcal,Vspi,Pame,Qcon,Psch,Parc,Pkof,Phar,Gymn,Eacu,Egra,Edel,Etra,Ezon,Espp,Sste,Sbif,Cysa,Tvan,Dcha,Bbal,Ppsi,Sant,Ppon,Srob,Pmon,Cmer,Ebis,Oaca,Srei,Tpal,Pgla,Pmin
1169A,145.24,-47.07,Southern Ocean,99.43,,,,,,5.10,,2.83,0.57,0.57,,1.70,,,,1.13,,,79.89,,,2.55,,,,,,2.83,,,,,,,,,,0.57,,0.57,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,
1171C,149.11,-48.50,Southern Ocean,100.00,,,,,,3.55,,,,,0.59,1.78,,,,,,,90.83,,,0.59,,,,,,0.59,,,,,,,,,,0.59,,,,,,,,,,,0.89,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590-B,163.36,-31.17,Southern Ocean,99.06,,,,,,36.79,,,10.38,8.49,,9.43,5.66,,,3.30,,,8.49,,,7.08,,,,,,1.89,,,,,,,,,,2.83,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168C,144.41,-42.61,Southern Ocean,98.14,,,3.25,,,5.57,,0.62,,0.62,5.57,,,,,,1.86,,14.24,,,0.31,,,,,,2.48,0.31,,,,18.42,0.62,,,,3.72,,,,,,,,,,,38.70,,,,0.31,,0.31,,0.93,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,
587.00,161.33,-21.19,Southern Ocean,97.73,,,3.79,,,29.17,,,5.30,1.52,1.52,5.30,0.76,,,0.76,10.61,,,,,6.06,,0.76,,,,,0.76,,,,21.97,,,,,3.79,,3.03,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01BC,173.73,-48.73,Southern Ocean,100.00,,,5.96,,,0.92,,1.38,,2.98,,,,,,,,,67.20,,,,,,,,,0.46,,,,,0.46,,,,,,,,,,,,,,,,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,,,1.38,,,,,,,,,,
11BC,-169.32,-63.63,Southern Ocean,100.00,,,,,,6.25,,56.25,,,,,,,,,,,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50,,,12.50,,,,,,,,,,
10MC1,-174.69,-53.04,Southern Ocean,99.44,,,,,,10.11,,2.81,3.93,3.93,,,0.56,,,,,,23.03,,,26.97,,,,,,1.12,,,,,0.84,,,,,1.12,,,,,,,,,,,16.01,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,5.06,,,3.37,,,,,,,,,,
02BC,174.23,-57.81,Southern Ocean,100.00,,,,,,,,,,,,33.33,,,,,,,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820B,146.30,-16.64,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,,,,10.18,,,,,,,9.58,,,,49.10,,,,,1.20,,,,,1.20,,,,,,28.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830A,166.78,-15.95,Southern Ocean,100.00,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,28.57,,,,,,,,,,,,,,,,61.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119C,172.39,-44.76,Southern Ocean,100.00,,,,,,,,,1.04,,,,,,,,,,6.25,,,1.56,,,,,,1.04,,,,,11.46,,,,,,,,,,,,,,,,44.79,,,,1.04,,30.21,,1.56,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,
TAN0803-27,164.61,-49.52,Southern Ocean,99.47,,,,,,16.05,,1.84,,1.05,1.05,0.79,,,,1.05,,,44.74,,,0.53,,,,,,0.53,,,,,3.42,,,,,0.53,,,,,,,,,,,22.11,,0.53,,0.53,,3.16,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,
TAN0803-9,166.06,-47.00,Southern Ocean,92.21,,,0.35,,,4.96,,,0.71,,0.71,1.06,,,,,,,27.96,,,2.48,,0.35,,,,0.71,,,0.35,,10.27,,0.35,,,,,,,,,,,,,,32.04,,0.35,,1.42,,3.01,,2.83,,,,0.35,,,,0.71,,,,,,,,,,,,,0.53,,,0.71,,,,,,,,,,
Q633,148.89,-38.46,Southern Ocean,98.91,,,0.91,,,2.90,,,1.09,,0.36,0.36,,,,2.90,,,1.45,,,11.23,,0.36,,,,0.36,0.72,,,,45.47,,,,,5.62,,,,,,,,,,,14.86,,0.36,,3.08,,6.52,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H555,178.98,-45.92,Southern Ocean,100.00,,,0.66,,,2.81,,1.98,1.98,1.32,6.93,,,,,,,,42.24,,,25.41,,,,,,2.31,,,,,0.33,,,,,8.91,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,,,,,,,,,,,
J39,170.00,-37.00,Southern Ocean,99.51,,,,,,66.34,,,6.80,2.10,1.94,1.94,0.32,,,8.09,,,6.15,,,2.59,,0.32,,,,0.32,,,,,0.32,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,
J1037,172.97,-45.08,Southern Ocean,97.27,,,,,,,,,,,1.82,,,,,0.91,,,0.91,,,16.36,,,,,,,0.91,,,,18.18,,,,,,,,,,,,,,,,48.18,,,,8.18,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,
F150,174.47,-49.47,Southern Ocean,99.05,,,,,,,,,2.22,0.32,0.32,,,,,,,,23.10,,,35.76,,1.74,,,,,4.11,,,,1.90,,0.95,,,2.53,,,,,,,,,,,18.99,,0.32,,2.22,,1.27,,1.58,,,,,,,,,,,,,,,,1.58,,,,,0.16,,,,,,,,,,,,,
J668,177.65,-36.39,Southern Ocean,96.82,,,,,,7.51,,,2.89,5.49,0.58,,,,,0.29,,,0.58,,,3.47,,,,,,0.58,,,,,9.83,,0.58,,,2.31,,,,,,,,,,,45.09,,,,8.38,,1.73,,1.73,,,,,2.31,,,0.58,,,,,,,,2.89,,,,,,,,,,,,,,,,,,
G944,179.99,-40.12,Southern Ocean,99.28,,,,,,18.62,,,3.34,7.16,0.95,0.95,,,,0.95,0.48,,27.68,,,35.32,,,,,,,0.48,,,,0.95,,,,,0.95,,,,,,,,,,,0.48,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J484,168.99,-50.58,Southern Ocean,100.00,,,,,,0.35,,10.10,,,1.74,,,,,,,,82.40,,,,,,,,,0.70,,,,,,,1.39,,,0.52,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1049,178.73,-44.50,Southern Ocean,99.64,,,,,,1.09,,0.36,1.82,1.82,0.73,,,,,,,,53.82,,,7.64,,,,,,1.09,0.18,,,,4.18,,1.45,,,5.45,,,,,,,,,,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,,,,,,,,,
S569,171.99,-30.47,Southern Ocean,100.00,,,,,,50.00,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0136-11,170.00,-42.00,Southern Ocean,99.67,,,,,,22.99,,,0.33,,0.33,,0.33,,,0.99,,,16.75,,,0.99,,0.33,,,,0.33,,,,,0.33,,,,,,,,,,,,,,,,52.71,,0.33,,0.99,,,,0.66,,,,,,,,0.33,,,,,,,,0.33,,,,,0.66,,,,,,,,,,,,,
Q703,170.92,-41.40,Southern Ocean,94.96,,,,,,0.78,,,1.94,,,,0.39,,,2.52,,,9.30,,,27.91,,,,,,,3.10,,,,34.30,,,,,0.87,,,,,,,,,,,10.27,,,,2.33,,0.78,,0.39,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,
Q722,169.60,-42.20,Southern Ocean,97.70,,,,,,0.16,,,,,,,,,,0.66,,,2.30,,,19.70,,,,,,,0.66,,,,54.19,,1.97,,,0.33,,,,,,,,,,,10.67,,,,0.66,,,,0.82,,0.99,,,0.66,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,
SR223,166.53,-33.53,Southern Ocean,100.00,,,,,,50.00,,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR177,156.91,-31.51,Southern Ocean,100.00,,,,,,,,,,,20.00,,20.00,,,,,,,,,20.00,,,,,,,,,,,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR167,155.02,-31.51,Southern Ocean,100.00,,,,,,17.39,,,,,,,,,,,,,,,,26.09,,,,,,,,,,,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR156,153.56,-31.57,Southern Ocean,95.65,,,,,,15.22,,,6.52,5.43,2.17,,,,,2.17,,,,,,15.22,,,,,,,4.35,,2.17,,27.17,,,,,4.35,,,,,4.35,,,,,,,,,,,,,,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06BC,174.78,-63.29,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08MC1,-169.98,-58.69,Southern Ocean,100.00,,,,,,22.22,,11.11,,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,,,44.44,,,,,,,,,,
05MC1,-169.74,-63.11,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,
07MC1,-170.19,-60.24,Southern Ocean,100.00,,,,,,,,1.87,3.74,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,65.42,,,,,,,,,,
10BC,-168.78,-65.03,Southern Ocean,100.00,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120C,173.37,-50.06,Southern Ocean,95.16,,,,,,,,4.24,,1.21,1.21,,,,,0.61,,,65.36,,,,,,,,,7.87,0.30,,,,1.21,,2.42,,,2.87,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,0.61,,,,,,,,,,
834B,-177.86,-18.57,Southern Ocean,100.00,,,,,,28.57,,,7.14,7.14,14.29,32.14,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824B,147.76,-16.45,Southern Ocean,100.00,,,,,,14.29,,,,,,,,,,,,,,,,14.29,,,,,,,,,,,28.57,,,,,,,,,,7.14,,,,,,21.43,,,,,,,,,,,,,,,,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,
1124A,-176.53,-39.50,Southern Ocean,100.00,,,,,,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122C,-177.39,-46.58,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,7.69,,,61.54,,,,,,7.69,,,,,,,7.69,,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,,,,,,,,,,
823B,146.78,-16.62,Southern Ocean,100.00,,,,,,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18,,,,,,,,,,,,,,,,63.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840B,-175.75,-22.22,Southern Ocean,92.45,,,,,,22.64,,,11.32,,,7.55,,,,,,,7.55,,,1.89,,,,,,3.77,,,,,37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822A,146.22,-16.42,Southern Ocean,88.89,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,55.56,,,,,11.11,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123B,-171.50,-41.79,Southern Ocean,100.00,,,,,,9.52,,,,,,9.52,,,,,,,71.43,,,,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAN803-127,160.87,-57.56,Southern Ocean,80.00,,,,,,20.00,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAN803-40,164.29,-50.43,Southern Ocean,100.00,,,,,,13.48,,,,3.37,2.25,,,,,,,,39.33,,,1.12,,,,,,4.49,,,,,2.25,,,,,,,,,,,,,,,,28.09,,,,2.25,,,,1.12,,,,,,,,,,,,,,,,1.12,,,,,1.12,,,,,,,,,,,,,
SO136-003,169.88,-42.30,Southern Ocean,97.30,,,,,,33.69,,,,1.62,,0.54,,,,4.31,,,23.45,,,3.50,,,,,,1.62,,,,,2.96,,1.08,,,1.62,,,,,,,,,,,18.60,,,,0.54,,,,,,,,,,,,,,,,,,,,1.08,,,,,2.70,,,,,,,,,,,,,
Q723,169.56,-42.22,Southern Ocean,99.52,,,,,,18.82,,,,0.97,2.05,0.97,,,,5.79,,,27.26,,,12.79,,,,,,,,,,,0.97,,0.97,,,4.83,,,,,10.86,,,,,,11.58,,,,0.72,,,,0.48,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,
Q699,169.30,-42.42,Southern Ocean,100.00,,,,,,69.00,,,,0.62,,,0.21,,,1.44,,,21.42,,,2.88,,,,,,0.41,,,,,,,0.41,,,1.54,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,
J50,170.65,-36.67,Southern Ocean,99.49,,,1.02,,,59.39,,,1.02,3.55,0.51,1.78,,,,10.66,,,12.18,,,1.27,,,,,,2.03,,,,,4.06,,1.02,,,0.51,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J51,170.70,-36.87,Southern Ocean,96.11,,,,,,64.28,,,2.99,,,4.19,,,,5.08,,,9.57,,,4.93,,1.79,,,,,,,,,0.60,,,,,2.39,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X250,177.19,-36.67,Southern Ocean,98.14,,,,,,30.70,,,10.23,10.70,2.79,,,,,3.26,,,3.72,,,14.65,,,,,,0.93,,,,,10.47,0.93,2.33,,,2.79,,,,,1.40,,,,,,1.86,,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q636,149.01,-38.82,Southern Ocean,94.10,,,,,,5.90,,,,1.77,,,1.18,,,1.18,,,1.18,,,8.55,,,,,,,,,0.29,,27.73,6.49,,,,8.55,,,,,1.18,,,,,,18.29,,,,4.72,,4.72,,,,,,,,,,1.18,,,,,,,,1.18,,,,,,,,,,,,,,,,,,
S631,172.11,-45.33,Southern Ocean,98.15,,,,,,3.70,,,,,,,,,,,,,57.41,,,,,,,,,3.70,,,,,7.41,3.70,7.41,,,,,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70,,,,,,,,,,,,,
U203,159.10,-35.55,Southern Ocean,98.21,,,,,,43.80,,,0.90,2.69,,12.99,0.90,,,5.37,,,0.90,,,8.96,,2.24,,,,,,,,,,,0.90,,,10.08,,,,,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P933,165.22,-41.66,Southern Ocean,99.35,,,,,,33.33,,,,1.80,0.65,1.31,1.47,,,4.41,,,8.17,,,6.37,,1.31,,,,2.12,0.65,,0.33,,33.50,,0.33,,,1.47,,,,,,,,,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,
G820,162.60,-33.15,Southern Ocean,99.49,,,,,,36.66,,,6.07,6.32,,4.30,5.56,,,5.18,,,14.16,,,11.63,,1.01,,,,1.01,,,0.51,,0.51,1.01,,,,,,,,,1.26,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,0.51,,,,,,,,,,,,,
F88,168.00,-50.53,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,78.26,,,,,,,,,6.52,,,,,,,,,,,,,,,,,,,,,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J21,169.65,-39.00,Southern Ocean,93.60,,,,,,14.53,,,2.33,,,,,,,9.59,,,9.30,,,15.99,,1.74,,,,1.45,0.87,,,,9.30,0.58,0.58,,,25.58,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I168,-171.02,-18.26,Southern Ocean,100.00,,,,,,58.02,,,6.17,,1.23,19.14,,,,1.23,,,8.64,,,3.09,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614,175.29,-31.58,Southern Ocean,100.00,,,,,,25.00,,,25.00,12.50,,18.75,6.25,,,,,,6.25,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G977,-174.07,-33.86,Southern Ocean,100.00,,,,,,55.56,,,,22.22,,,,,,,,,,,,11.11,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I171,-174.99,-22.66,Southern Ocean,100.00,,,,,,,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P937,166.46,-41.32,Southern Ocean,100.00,,,,,,62.75,,0.49,2.45,0.74,0.49,1.47,,,,4.90,,,19.85,,,1.96,,,,,,1.47,,,,,,,,,,,,,,,0.49,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,
59PC,166.20,-16.27,Southern Ocean,100.00,,,,,,47.62,,,33.33,,,,,,,,,,,,,9.52,,,,,,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57PC,167.19,-18.06,Southern Ocean,94.44,,,,,,61.11,,,,16.67,,11.11,,,,,,,,,,,,,,,,,,,,,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125B,-178.17,-42.55,Southern Ocean,98.25,,,,,,1.17,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,0.58,,,0.58,,,,,,,,,,,88.60,,,,,,,,,,,,,,,,1.75,,,,,,,,3.22,,,,,,,,0.58,,,,,,,,,,
H347,173.42,-44.54,Southern Ocean,95.86,,,,,,0.75,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,2.44,,0.38,,,1.13,,,,,0.38,,,,,,81.95,,,,1.32,,4.14,,,,,,,0.75,,,,,,,,,,,0.75,,,,,,,,0.38,,,,,,,,,,
H534,172.70,-45.35,Southern Ocean,100.00,,,,,,6.15,,3.08,,,,,,,,,,,61.54,,,,,,,,,9.23,,,,,,,,,,,,,,,,,,,,,12.31,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,6.15,,,,,,,,,,,,,
H562,175.49,-45.87,Southern Ocean,80.42,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,,2.80,,,,,2.80,5.59,,,30.07,,,,,,,,,,,36.36,,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A811,171.36,-44.40,Southern Ocean,92.53,,,,,,,,,,,,,,,,,,,,,,14.40,,,,,,,0.53,,,,5.87,0.53,,,,22.93,,,,,,,,,,,29.87,,,,4.80,,4.80,,0.80,,,,,3.73,,,3.73,,,,,,,,0.53,,,,,,,,,,,,,,,,,,
A812,171.65,-44.68,Southern Ocean,86.14,,,,,,,,,,,,,,,,,,,,,,16.34,,,,,,,,,0.99,,2.97,,,,,5.94,,,,,,,,,,,49.01,,,,1.98,,1.98,,,,,,,2.97,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,
H531,172.14,-44.86,Southern Ocean,88.24,,,,,,,,,,,,,,,,,,,,,,5.88,,,,,,,,,,,26.47,,,,,,,,,,,,,,,,44.12,,,,5.88,,,,,,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H533,172.37,-45.05,Southern Ocean,98.22,,,,,,0.89,,,5.33,,0.89,,,,,,,,28.44,,,0.44,,,,,,1.78,,,,,5.33,,,,,5.33,,,,,,,,,,,45.33,,,,,,,,0.89,,,,,2.67,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,
S632,172.48,-45.31,Southern Ocean,95.79,,,,,,2.81,,1.40,6.32,,2.81,,,,,,,,29.47,,,2.11,,,,,,8.42,,,,,2.11,,,,,4.91,,,,,,,,,,,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,,,,,,,,,,,,,
G678,171.42,-45.72,Southern Ocean,98.98,,,1.02,,,0.51,,0.51,0.51,,0.51,,,,,,,,6.11,,,1.53,,,,,,1.02,,,,,0.51,,,,,0.51,,,,,,,,,,,84.59,,,,1.02,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C169,172.42,-39.67,Southern Ocean,96.81,,,,,,3.41,,,0.59,,0.89,,,,,1.19,,,1.19,,,34.15,,,,,,,,,,,36.38,,,,,2.97,,,,,,,,,,,11.88,,,,1.19,,0.59,,,,,,,,,,1.78,,,,,,,,0.30,,,,,,,,0.30,,,,,,,,,,
C266,174.50,-38.33,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,,,,53.85,,,,,,,,,,,7.69,,,,,15.38,,,,,,,,,,,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C293,173.96,-38.02,Southern Ocean,98.26,,,,,,,,,,,,,,,,,,,1.74,,,26.96,,,,,,,1.74,,,,3.48,,,,,19.13,,,,,1.74,,,,,,28.70,,,,,,10.43,,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,
E405,169.92,-47.33,Southern Ocean,63.76,,,,,,0.53,,0.93,,,1.06,,,,,,,,19.05,,,,,,,,,2.65,,,,,,1.85,,,,25.26,,,,,,,,,,,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E411,170.98,-46.64,Southern Ocean,87.69,,,,,,2.76,,3.27,0.50,,3.52,,,,,,,,29.65,,,0.75,,,,,,5.03,,,,,2.01,0.25,,,,6.78,,,,,,,,,,,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,2.76,,,,,,,,,,
E441,172.83,-38.50,Southern Ocean,100.00,,,,,,7.69,,15.38,,,,,,,,,,,42.31,,,,,,,,,3.85,,,,,,,7.69,,,,,,,,,,,,,,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E453,173.83,-38.00,Southern Ocean,95.89,,,0.33,,,9.53,,,0.66,0.08,0.66,1.64,0.49,,,3.62,,,2.30,,,45.36,,0.49,,,,,,,,,5.92,,0.33,,,12.33,,,,,,,,,,,10.52,,,,0.66,,,,0.33,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,
E544,175.39,-35.33,Southern Ocean,94.93,,,,,,2.54,,,3.24,3.52,0.56,0.56,0.56,,,1.83,,,1.13,,,33.40,,0.56,,,,0.56,0.28,,0.28,,25.65,,,,,5.50,,,,,0.07,,,,,,11.56,,,,0.56,,0.28,,1.41,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,
E577,174.04,-34.99,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,5.71,,,5.71,,,,,,,,,,,11.43,,,,,11.43,,,,,,,,,,,57.14,,,,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E898,173.88,-38.00,Southern Ocean,95.56,,,,,,,,,,,,2.22,,,,4.44,,,,,,26.67,,,,,,,,,,,4.44,,,,,17.78,,,,,,,,,,,26.67,,,,8.89,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E900,173.63,-38.02,Southern Ocean,98.40,,,,,,12.16,,,1.92,0.32,1.28,1.60,,,,8.80,,,1.28,,,18.88,,1.28,,,,1.60,0.16,,,,3.04,,,,,11.04,,,,,,,,,,,28.80,,,,2.40,,0.32,,0.32,,,,,,,,2.56,,,,,,,,0.64,,,,,,,,,,,,,,,,,,
F58,175.32,-35.23,Southern Ocean,93.69,,,,,,2.52,,,1.26,2.61,,0.36,,,,2.52,,,1.44,,,29.10,,,,,,1.08,0.36,,0.72,,36.58,,,,,7.57,,,,,,,,,,,5.59,,,,0.72,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F59,175.39,-35.13,Southern Ocean,96.58,,,0.47,,,5.75,,,2.18,3.27,0.62,,0.31,,,2.02,,,0.62,,,31.57,,,,,,0.31,6.53,,2.80,,23.95,,,,,3.73,,,,,,,,,,,9.80,,,,,,0.16,,0.93,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,
F137,171.52,-51.70,Southern Ocean,98.46,,,,,,,,6.67,,0.90,1.03,,,,,,,,71.79,,,0.64,,,,,,6.92,,,,,,,1.03,,,2.31,,,,,,,,,,,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,
F728,171.80,-38.63,Southern Ocean,97.56,,,0.49,,,34.23,,,1.47,0.98,,4.40,0.49,,,,,,1.96,,,20.54,,,,,,0.98,1.47,,,,1.47,,,,,6.85,,,,,,,,,,,21.03,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
