Station,Longitude,Latitude,Contributors,Dino_tot,Aand,Atax,Btep,Bspo,Crug,Iacu,Icas,Ipal,Ipar,Ipat,Isph,Istr,Ipli,Ivel,Ijap,Ivar,Lmac,Mcho,Nlab,Nrig,Oagu,Ocen,Oisr,Ojan,Olon,Ogig,Pzoh,Pret,Smem,Scru,Sdel,Selo,Sram,Sbel,Sben,Sbul,Slaz,Smir,Sgra,Spac,Sspp,Tpel,Pdal,Stri,Imin,Imic,Ibre,Ekar,Bspp,Dubr,Peri,Lspp,Snep,Xxan,Squa,Pnud,Tapp,Tvar,Vcal,Vspi,Pame,Qcon,Psch,Parc,Pkof,Phar,Gymn,Eacu,Egra,Edel,Etra,Ezon,Espp,Sste,Sbif,Cysa,Tvan,Dcha,Bbal,Ppsi,Sant,Ppon,Srob,Pmon,Cmer,Ebis,Oaca,Srei,Tpal,Pgla,Pmin
P72,175.53,-33.18,Southern Ocean,100.00,,,,,,45.22,,,8.70,2.61,8.70,5.22,1.74,,,10.43,,,12.17,,,1.74,,,,,,1.74,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z3200,174.15,-33.65,Southern Ocean,97.30,,,,,,7.84,,,,6.49,1.35,,,,,1.08,,,9.73,,,,,,,,,,,,,,23.51,,,,,21.08,,,,,,,,,,,21.89,,,,1.62,,0.54,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P81,173.51,-34.02,Southern Ocean,100.00,,,,,,12.09,,,1.05,4.20,2.10,3.42,0.53,,,2.63,,,11.04,,,19.05,,,,,,0.53,2.37,,,,30.49,,,,,8.41,,,,,,,,,,,1.05,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I369,173.04,-34.19,Southern Ocean,95.64,,,,,,4.36,,,1.45,2.91,1.45,,,,,,,,,,,9.09,,,,,,,5.82,,,,18.91,,,,,13.09,,,,,,,,,,,28.36,,,,2.91,,2.91,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U178,178.00,-34.91,Southern Ocean,100.00,,,,,,45.38,,,6.72,22.69,1.68,3.36,,,,6.72,,,11.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U175,177.95,-35.38,Southern Ocean,100.00,,,,,,46.97,,,12.12,9.09,3.03,1.52,4.55,,,3.03,,,16.67,,,1.52,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U169,177.47,-35.94,Southern Ocean,100.00,,,,,,32.26,,,,11.83,2.15,,,,,7.53,,,9.68,,,15.05,,,,,,,,,,,17.20,,,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S793,176.80,-36.32,Southern Ocean,98.54,,,0.49,,,19.88,,,,4.39,4.88,0.49,1.46,,,4.15,,,5.37,,,17.80,,,,,,0.49,,,,,5.73,,,,,5.37,,,,,1.46,,,,,,18.29,,0.49,,5.85,,0.49,,0.98,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7003,176.24,-36.69,Southern Ocean,97.04,,,,,,0.37,,,0.74,0.37,0.92,,,,,,0.37,,1.29,,,26.06,,,,,,0.37,0.74,,,,31.42,,,,,12.20,,,,,0.74,,,,,,12.57,,,,0.37,,2.59,,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S931,-176.41,-39.46,Southern Ocean,100.00,,,,,,27.27,,,9.09,36.36,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q859,-178.49,-39.94,Southern Ocean,96.28,,,,,,18.18,,,5.37,5.79,10.12,2.07,0.41,,,4.96,,,23.55,,,15.91,,,,,,1.45,,,,,0.41,,,,,0.41,,,,,,,,,,,3.31,,,,1.24,,0.41,,1.86,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,
S938,179.99,-40.33,Southern Ocean,94.55,,,,,,6.74,,,1.28,2.09,1.12,0.32,,,,0.32,,,18.12,,,11.95,,,,,,0.32,0.64,,,,0.96,,,,,1.44,,,,,,,,,,,39.29,,0.96,,2.57,,5.29,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P69,177.99,-40.40,Southern Ocean,89.69,,,,,,11.82,,,4.94,3.01,2.69,0.86,1.29,,,,0.86,,13.10,,,10.74,,,,,,0.86,,,,,3.87,,,,,0.64,,,,,,,,,,,22.34,,,,2.36,,8.16,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R623,-174.00,-43.20,Southern Ocean,96.83,,,,,,5.82,,0.53,2.91,1.46,1.72,0.53,,,,0.53,,,28.84,,,20.77,,,,,,,,,,,0.53,,,,,10.19,,,,,1.06,,,,,,18.52,,,,0.53,,1.06,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W266,179.36,-42.22,Southern Ocean,93.48,,,,,,7.61,,,0.48,0.30,0.60,0.12,,,,0.85,,,6.76,,,28.35,,,,,,0.72,0.24,,,,1.21,,,,,5.83,,,,,0.24,,,,,,29.95,,0.85,,1.75,,3.38,,3.99,,,,,,,,,,,,,,,,,,,,,0.12,,,0.12,,,,,,,,,,
U951,176.91,-42.72,Southern Ocean,97.69,,,0.09,,,0.66,,,0.19,0.66,0.57,,,,,,,,16.14,,,34.78,,,,,,,2.55,,,,0.38,,,,,13.45,,,,,0.19,,,,,,12.93,,0.76,,1.13,,4.06,,8.21,,,,,,,,0.38,,,,,,,,,,,,,,,,0.57,,,,,,,,,,
F756,175.57,-43.02,Southern Ocean,90.00,,,,,,,,,,,,,,,,,,,2.50,,,25.00,,,,,,,,,,,2.50,,,,,2.50,,,,,,,,,,,50.00,,,,,,,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F755,174.50,-43.00,Southern Ocean,94.13,,,,,,0.17,,,,,0.35,,,,,,,,7.77,,,13.98,,,,,,,,,,,1.55,,,,,1.55,,,,,0.69,,,,,,44.87,,1.04,,1.38,,14.67,,5.09,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,
E48,173.36,-43.33,Southern Ocean,96.02,,,,,,,,,,,,,,,,,,,1.49,,,14.41,,,,,,,1.74,,,,2.98,,,,,3.23,,,,,,,,,,,39.01,,1.49,,1.49,,27.33,,1.99,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Q220,174.98,-44.29,Southern Ocean,96.55,,,0.43,,,,,0.69,,,1.98,,,,,,,,22.59,,,15.00,,,,,,,0.17,,,,1.90,,,,,3.28,,,,,,,,,,,39.31,,1.03,,0.86,,6.38,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H380,172.65,-44.35,Southern Ocean,94.00,,,,,,,,,,,,,,,,,,,1.71,,,14.79,,,,,,,0.43,,,,6.22,,,,,3.11,,,,,,,,,,,40.30,,2.57,,1.07,,21.86,,1.29,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,
H534,172.69,-45.34,Southern Ocean,100.00,,,,,,2.44,,2.44,6.10,,8.54,,,,,,,,37.80,,,4.88,,,,,,3.66,,,,,1.22,,,,,7.32,,,,,,,,,,,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,
Q582,-177.92,-46.60,Southern Ocean,97.89,,,,,,3.57,,3.35,,0.29,7.80,,,,,0.29,,,29.88,,,31.92,,,,,,4.08,,,,,0.29,,,,,5.03,,,,,,,,,,,8.89,,,,0.29,,,,1.02,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,
H550,-179.24,-46.45,Southern Ocean,100.00,,,,,,,,4.88,,,,,,,,,,,24.39,,,39.02,,,,,,,,,,,9.76,,,,,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q206,176.49,-46.08,Southern Ocean,100.00,,,,,,12.87,,5.85,2.34,1.17,5.26,,,,,,,,44.44,,,2.34,,,,,,2.34,,,,,,,,,,2.34,,,,,,,,,,,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,,,,,,,,,,,,
Q203,175.06,-45.96,Southern Ocean,100.00,,,0.25,,,4.05,,6.33,0.51,0.25,4.30,,,,,,,,45.57,,,1.27,,,,,,3.04,,,,,,,,,,1.52,,,,,,,,,,,26.33,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,4.05,,,2.03,,,,,,,,,,
H564,174.08,-47.04,Southern Ocean,99.53,,,,,,3.30,,2.83,1.42,0.24,2.59,,,,,,,,50.00,,,1.42,,,,,,3.30,,,,,,,,,,0.94,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,,,0.94,,,,,,,,,,
Q585,-177.99,-49.67,Southern Ocean,96.61,,,1.51,,,6.27,,3.01,,0.25,2.26,,,,,,,,47.93,,,23.46,,,,,,0.50,0.50,,,,,,,,,4.89,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,
F111,174.98,-48.95,Southern Ocean,100.00,,,,,,,,4.32,,,6.47,,,,,,,,69.06,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,
F104,170.81,-48.67,Southern Ocean,100.00,,,,,,1.74,,1.74,,,2.03,,,,,,,,59.13,,,,,,,,,3.48,,,,,,,,,,1.74,,,,,,,,,,,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,2.32,,,,,,,,,,
B32,169.87,-53.63,Southern Ocean,100.00,,,,,,,,1.29,1.29,,3.23,,,,,,,,60.65,,,,,,,,,6.45,,,,,,,,,,,,,,,,,,,,,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,,,1.29,,,,,,,,,,
D178,167.83,-51.72,Southern Ocean,100.00,,,0.21,,,0.83,,4.77,,,4.97,,,,,,,,68.19,,,,,,,,,4.46,0.41,,,,,,,,,0.41,,,,,,,,,,,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,0.41,,,,,,,,,,
St1B,-73.28,-52.78,Southern Ocean,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,94.41,,,,,,,,,,,,1.32,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,
St2A,-73.29,-52.79,Southern Ocean,99.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34,,,,,,77.12,0.98,,,0.33,,0.33,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,
St3A,-73.26,-52.75,Southern Ocean,99.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.13,,,,0.32,,1.62,,,,,,1.30,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,
St4A,-73.48,-52.78,Southern Ocean,98.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,,,,,84.92,0.33,0.33,,0.66,,2.62,,,,,0.98,1.64,,,,3.93,,,,,,,,0.33,,,,,,,,,,,,,,,,,,
St5A,-73.65,-52.79,Southern Ocean,98.05,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,8.44,,,,,,79.55,1.30,1.62,,,,1.95,,,,,0.97,,,,,1.62,,,,,,,,2.27,,,,,,,,,,,,,,,,,,
ODP 1232c,-75.90,-39.88,Southern Ocean,86.48,,,,,,15.66,,0.36,0.71,0.36,0.71,0.36,,,,,,,27.76,,,2.49,0.71,,,,,3.20,,,,,,,,,,,,,,,2.14,,,,,,13.17,,1.78,,0.36,,0.36,,,,,,3.91,,,,,,,,,,,,12.46,,,,,,,,,,,,,,,,,,
ODP1233b,-74.45,-41.00,Southern Ocean,81.27,,,,,,,,,,,0.32,,,,,,,,2.54,,,1.27,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,57.46,1.27,0.95,,0.95,,0.32,,0.32,,,,7.62,0.32,,,0.32,,,,,,,,7.30,,,,,,,,,,,,,,,,,,
ODP1234a,-73.68,-36.22,Southern Ocean,59.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,36.33,2.25,7.07,,0.64,,1.29,,,,,0.64,7.72,,,,0.64,,,,,,,,2.25,,,,,,,,,,,,,,,,,,
ODP1235a,-73.57,-36.15,Southern Ocean,71.57,,,,,,,,,0.33,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.63,3.27,3.92,,0.33,,2.29,,,,,0.33,7.52,0.33,,,0.33,,,,,,,,0.98,,,,,,,,,,,,,,,,,,
FD75-3 01,-72.72,-32.96,Southern Ocean,76.14,,,,,,,,,0.98,0.33,0.33,0.33,,,,,,,0.33,,,0.65,0.33,,,,,0.98,,,,,,,,,,,,,,,,,,,,,42.48,0.33,4.25,,1.63,,1.31,,,,0.33,0.65,14.38,,,,0.98,,,,,,,,5.56,,,,,,,,,,,,,,,,,,
FD75-3 03,-72.63,-30.57,Southern Ocean,100.00,,,0.61,,,31.71,,,6.71,,2.44,1.22,,,,,,,13.41,,,10.98,,,,,,14.02,,,,,16.46,,,,,,,,,,1.22,,,,,,,,0.61,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD75-3 04,-71.93,-27.47,Southern Ocean,99.55,,,,,,11.36,,,4.09,0.45,1.36,0.91,0.45,,,,,,13.18,,,30.45,0.45,,,,,7.73,,,,,23.64,,,,,0.45,,,,,2.73,,,,,,0.91,,,,,,,,0.91,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M8011-1,-71.54,-25.70,Southern Ocean,82.18,,,,,,4.73,,,2.18,0.36,0.73,0.73,0.36,,,,,,3.27,,,5.09,0.36,,,,,1.82,,,,,13.45,,,,,,,,,,0.73,,,,,,29.09,,2.91,,2.55,,4.00,,,,,0.36,6.18,0.36,,,1.09,,,,,,,,1.82,,,,,,,,,,,,,,,,,,
M8011-2,-72.02,-27.91,Southern Ocean,73.42,,,,,,,,,1.33,,,,,,,,,,3.65,,,3.99,,,,,,1.99,,,,,17.28,,,,,,,,,,3.32,,,,,,19.60,0.33,2.99,,0.66,,3.99,,,,,1.33,6.31,,,,0.66,,,,,,,,5.98,,,,,,,,,,,,,,,,,,
M8011-3,-72.32,-29.28,Southern Ocean,96.46,,,,,,10.24,,0.39,1.18,0.39,3.94,1.18,,,,,,,16.54,,,8.27,,,,,,18.11,,,,,16.14,,,,,0.79,,,,,12.20,,,,,,0.79,,,,,,,,0.39,,,,2.76,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,,
M8011-4,-75.59,-42.11,Southern Ocean,85.06,,,,,,2.92,,,0.65,0.32,0.97,,,,,,,,23.05,,,7.47,,,,,,1.62,,,,,1.30,,,,,,,,,,0.65,,,,,,25.97,,1.30,,1.62,,0.32,,0.32,,,,7.79,,,,,,,,,,,,8.12,,,,,0.65,,,,,,,,,,,,,
M8011-5,-75.45,-42.07,Southern Ocean,70.90,,,,,,0.33,,,,,,,,,,,,,7.69,,,3.34,,,,,,0.33,,,,,0.33,,,,,,,,,,1.67,,,,,,32.44,0.33,1.67,,0.33,,0.33,,,,,0.67,8.03,,,,0.67,,,,,,,,12.71,,,,,,,,,,,,,,,,,,
M8011-7,-75.74,-42.07,Southern Ocean,83.50,,,,,,1.35,,,,,0.67,,,,,,,,15.49,,,2.69,,,,,,1.68,,,,,,,,,,,,,,,1.68,,,,,,35.02,0.34,2.36,,1.01,,1.35,,0.67,,,,9.43,0.34,,,,,,,,,,,9.43,,,,,,,,,,,,,,,,,,
M8011-8,-75.81,-42.04,Southern Ocean,82.89,,,,,,2.96,,,,,0.66,,,,,,,,17.43,,,2.96,0.99,,,,,1.97,,,,,2.30,,,,,,,,,,0.33,,,,,,26.97,,1.32,,0.66,,0.66,,,,,,11.18,,,,,,,,,,,,12.50,,,,,,,,,,,,,,,,,,
M8011-9,-75.68,-41.97,Southern Ocean,89.54,,,,,,1.63,,,0.33,,0.65,,,,,,,,12.09,,,7.19,,,,,,0.65,,,,,0.33,,,,,,,,,,0.33,,,,,,48.37,0.33,0.98,,0.33,,0.98,,0.33,,,,6.86,,,,0.33,,,,,,,,7.84,,,,,,,,,,,,,,,,,,
M8011-10,-75.54,-42.08,Southern Ocean,84.92,,,,,,1.97,,,0.33,,1.64,,,,,,,,16.07,,,4.59,0.66,,,,,0.98,,,,,0.98,,,,,,,,,,0.33,,,,,,33.11,0.33,0.66,,0.33,,0.98,,0.33,,,,11.15,,,,,,,,,,,,10.49,,,,,,,,,,,,,,,,,,
M8011-11,-75.24,-40.48,Southern Ocean,79.22,,,,,,1.30,,,0.32,,,,,,,,,,10.06,,,4.22,0.32,,,,,2.60,,,,,0.32,,,,,,,,,,0.65,,,,,,26.95,,1.95,,0.32,,,,0.97,,,0.97,13.96,,,,0.32,,,,,,,,13.96,,,,,,,,,,,,,,,,,,
M8011-12,-75.15,-40.50,Southern Ocean,74.75,,,,,,1.31,,,,,0.33,,,,,,,,3.61,,,2.30,,,,,,0.66,,,,,,,,,,,,,,,0.98,,,,,,36.07,0.98,0.98,,,,0.33,,0.33,,,0.66,10.49,,,,0.66,,,,,,,,15.08,,,,,,,,,,,,,,,,,,
M8011-13,-75.17,-39.66,Southern Ocean,81.70,,,,,,0.98,,,1.31,0.33,0.98,,,,,,,,2.94,,,2.61,1.31,,,,,,,,,,0.65,,,,,0.33,,,,,0.33,,,,,,46.08,0.98,3.27,,0.98,,3.27,,0.65,,,0.65,5.56,,,,0.33,,,,,,,,8.17,,,,,,,,,,,,,,,,,,
M8011-14,-75.19,-39.66,Southern Ocean,72.37,,,,,,,,,,,,,,,,,,,0.66,,,0.66,0.33,,,,,,,,,,,,,,,,,,,,0.66,,,,,,33.88,2.96,2.96,,,,1.64,,1.64,,,2.30,18.42,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,
M8011-15,-75.25,-39.67,Southern Ocean,78.25,,,,,,2.92,,,,0.32,,,,,,,,,4.55,,,1.62,,,,,,0.32,,,,,,,,,,,,,,,0.32,,,,,,38.96,0.97,2.60,,0.97,,1.30,,0.32,,,0.65,8.77,,,,0.32,,,,,,,,13.31,,,,,,,,,,,,,,,,,,
M8011-16,-74.98,-39.75,Southern Ocean,78.95,,,,,,,,,,,0.33,,,,,,,,1.97,,,0.33,,,,,,0.33,,,,,0.33,,,,,,,,,,,,,,,,41.78,0.66,1.64,,0.99,,2.96,,0.66,,,0.99,12.83,,,,0.33,,,,,,,,12.83,,,,,,,,,,,,,,,,,,
M8011-17,-74.65,-36.90,Southern Ocean,67.43,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,0.65,,,,,,39.74,0.65,2.61,,2.61,,3.91,,0.98,,,0.33,12.38,0.33,,,0.33,,,,,,,,2.28,,,,,,,,,,,,,,,,,,
M8011-18,-74.42,-36.85,Southern Ocean,70.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,0.66,,,,,,,,,,0.66,,,,,,38.41,3.64,3.97,,1.32,,3.97,,,,,1.32,12.91,0.66,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,
M8011-19,-74.49,-36.87,Southern Ocean,65.56,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,0.33,,,,,,,,,,0.33,,,,,,35.76,,1.99,,2.98,,4.64,,0.66,,,1.66,13.58,0.99,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,
M8011-20,-72.70,-32.52,Southern Ocean,70.00,,,,,,1.33,,,,,0.33,,,,,,,,1.33,,,,,,,,,0.33,,,,,1.67,,,,,,,,,,1.00,,,,,,37.00,0.33,3.33,,1.67,,3.33,,0.33,,0.33,,12.67,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,
M8011-21,-72.50,-33.01,Southern Ocean,66.25,,,,,,1.26,,,0.63,0.95,0.32,0.32,,,,,,,2.52,,,1.26,,,,,,0.63,,,,,1.58,,,,,,,,,,0.32,,,,,,31.55,,1.89,,0.32,,2.52,,,,,0.63,10.41,0.32,,,0.63,,,,,,,,7.57,,,,,0.63,,,,,,,,,,,,,
RR9702A-01,-76.96,-50.65,Southern Ocean,97.94,,,0.34,,,,,3.09,0.34,,5.50,,,,,,,,51.55,,,8.59,0.34,,,,,1.37,,,,,4.81,,,,,,,,,,1.72,,,,,,17.53,,,,,,1.37,,0.34,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR9702A-06,-76.60,-46.88,Southern Ocean,95.72,,,,,,0.33,,,,,0.66,,,,,,,,38.49,,,7.89,,,,,,,,,,,6.25,,,,,,,,,,2.63,,,,,,28.95,,1.32,,,,0.99,,0.66,,,,4.28,,,,0.33,,,,,,,,2.96,,,,,,,,,,,,,,,,,,
RR9702A-08,-76.67,-46.35,Southern Ocean,99.02,,,,,,0.66,,,,,,,0.33,,,,,,56.39,,,2.62,,,,,,0.33,,,,,3.93,,,,,,,,,,2.30,,,,,,26.23,,0.33,,,,0.33,,0.33,,,,1.97,0.66,,,,,,,,,,,2.30,,,,,,,,0.33,,,,,,,,,,
RR9702A-10,-76.54,-46.32,Southern Ocean,93.33,,,,,,0.33,,0.33,,,0.33,,,,,,,,39.00,,,4.00,,,,,,0.33,,,,,3.33,,,,,,,,,,1.67,,,,,,34.00,,0.67,,0.33,,1.00,,1.33,,,,1.67,,,,1.67,,,,,,,,3.33,,,,,,,,,,,,,,,,,,
RR9702A-12,-76.25,-43.42,Southern Ocean,86.17,,,,,,2.25,,0.32,0.32,,0.96,,,,,,,,33.12,,,5.79,,,,,,2.25,,,,,2.25,,,,,,,,,,1.61,,,,,,24.44,,0.96,,0.32,,1.29,,1.29,,,,2.57,,,,,,,,,,,,6.43,,,,,,,,,,,,,,,,,,
RR9702A-14,-76.48,-43.54,Southern Ocean,96.61,,,,,,4.75,,0.68,0.68,,1.69,,,,,,,,54.92,,,6.44,0.34,,,,,1.36,,,,,2.37,,,,,,,,,,3.39,,,,,,8.81,,1.02,,0.68,,,,1.36,,,,4.07,,,,,,,,,,,,3.39,,,,,0.34,,,0.34,,,,,,,,,,
RR9702A-20,-74.47,-39.97,Southern Ocean,69.00,,,,,,,,,,,0.33,,,,,,,,1.67,,,1.00,,,,,,0.33,,,,,0.67,,,,,,,,,,0.67,,,,,,38.00,0.33,2.33,,1.33,,1.00,,0.67,,,0.67,10.33,0.67,,,1.00,,,,,,,,8.00,,,,,,,,,,,,,,,,,,
RR9702A-22,-74.12,-40.01,Southern Ocean,70.43,,,,,,,,,,,,,,,,,,,0.33,,,0.33,,,,,,0.33,,,,,,,,,,,,,,,1.00,,,,,,43.52,2.99,2.66,,1.33,,2.99,,0.66,,,0.66,8.64,0.33,,,0.33,,,,,,,,4.32,,,,,,,,,,,,,,,,,,
RR9702A-27,-75.92,-40.48,Southern Ocean,99.33,,,0.34,,,11.78,,0.34,0.34,,1.01,,,,,,,,35.35,,,5.05,,,,,,4.38,,,,,0.67,,,,,,,,,,10.77,,,,,,24.24,,1.01,,1.01,,0.67,,0.67,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR9702A-29,-75.75,-37.85,Southern Ocean,99.65,,,,,,15.33,,,0.35,,,0.35,,,,,,,14.98,,,4.18,,,,,,7.67,,,,,,,,,,,,,,,15.68,,,,,,34.84,0.70,1.39,,0.70,,1.05,,,,,,1.05,0.70,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,
RR9702A-31,-75.43,-37.67,Southern Ocean,78.93,,,,,,4.01,,,0.33,,0.33,,,,,,,,4.35,,,1.67,0.33,,,,,0.67,,,,,0.67,,,,,,,,,,5.35,,,,,,40.47,,1.67,,0.67,,0.67,,,,,1.00,6.02,0.67,,,0.33,,,,,,,,9.70,,,,,,,,,,,,,,,,,,
RR9702A-34,-73.45,-36.53,Southern Ocean,74.25,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,,,45.82,2.01,4.68,,1.00,,5.69,,0.33,,,0.33,9.70,0.67,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,
RR9702A-39,-73.57,-36.17,Southern Ocean,67.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81,3.68,2.34,,0.67,,3.01,,0.67,,,0.33,10.37,,,,0.67,,,,,,,,1.67,,,,,,,,,,,,,,,,,,
RR9702A-42,-73.68,-36.17,Southern Ocean,65.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,45.02,3.54,4.18,,,,0.96,,,,,0.32,7.72,,,,0.32,,,,,,,,2.89,,,,,,,,,,,,,,,,,,
RR9702A-44,-73.01,-35.76,Southern Ocean,68.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,46.05,4.28,2.63,,0.99,,2.63,,,,,0.66,5.92,0.99,,,0.33,,,,,,,,3.29,,,,,,,,,,,,,,,,,,
RR9702A-46,-73.53,-33.28,Southern Ocean,74.05,,,,,,6.23,,,0.69,0.35,0.35,,,,,,,,3.11,,,1.73,,,,,,5.19,,,,,,,,,,,,,,,4.15,,,,,,35.64,0.35,1.73,,0.69,,,,,,0.35,,9.69,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,
1172C,149.93,-43.96,Southern Ocean,100.00,,,,,,12.59,,,1.40,1.40,4.20,,0.70,,,4.02,,,34.27,,,13.29,,,,,,5.24,,,,,4.20,,,,,2.62,,,,,,,,,,,10.84,,,,,,3.85,,,,,,,0.35,,,0.35,,,,,,,,,,,,,0.70,,,,,,,,,,,,,
593A,167.68,-40.51,Southern Ocean,99.66,,,0.68,,,45.84,,0.17,2.04,0.51,,1.87,2.04,,,7.64,,,33.96,,,0.34,,,,,,1.36,,,,,0.17,,,,,0.68,,,,,0.34,,,,,,0.17,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,
588B,161.23,-26.11,Southern Ocean,100.00,,,,,,57.06,,,17.30,1.82,,9.71,1.21,,,1.21,,,2.43,,,0.61,,0.61,,,,3.64,,,,,3.64,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592.00,165.44,-36.47,Southern Ocean,98.45,,,,,,38.64,,,1.39,2.63,1.55,0.62,0.31,,,12.67,,,21.33,,,4.95,,0.31,,,,1.85,,,,,1.55,,0.93,,,8.81,,,,,,,,,,,0.62,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170C,146.05,-47.15,Southern Ocean,100.00,,,,,,12.39,,,,1.77,,1.77,,,,5.31,,,58.41,,,3.54,,,,,,9.73,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,,,,,,,,,,,,,
